ID,,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
321,35,Universidade de Caxias do Sul,2010,,Diretora do Instituto de Saneamento Ambiental
321,35,Universidade de Caxias do Sul,2013,2016,Doutor Titular I
321,35,Universidade de Caxias do Sul,1986,1986,Membro do Conselho Universitário
321,35,Universidade de Caxias do Sul,2010,2018,RT Programa de gerenciamento Ambiental UCS
321,35,Universidade de Caxias do Sul,2010,2018,RT Gerenciamento de Resíduos Sólidos UCS
321,35,Universidade de Caxias do Sul,1998,2018,RT Gerenciamento de Resíduos Sólidos HG
321,35,Universidade de Caxias do Sul,2016,2017,RT Estudos hidrológicos - Seara
321,35,Universidade de Caxias do Sul,2016,2018,RT PGRS - Carvi
321,35,Universidade de Caxias do Sul,2016,2018,RT Plano Gerenc. Resíduos Sólidos / UCS
321,35,Universidade de Caxias do Sul,2016,2018,RT Licenciamento Ambiental UCS
321,35,Universidade de Caxias do Sul,2015,2018,RT PGRSS UCS
321,35,Universidade de Caxias do Sul,2015,2018,RT Licenciamento Camva
321,35,Universidade de Caxias do Sul,2016,2018,RT Licenciamento Carvi
321,35,Universidade de Caxias do Sul,2016,2017,RT Estudos resíduos Antônio Prado
321,35,Universidade de Caxias do Sul,2016,2018,RT Licenciamento HG
321,35,Universidade de Caxias do Sul,2015,2018,RT PGRSS HG
321,35,Universidade de Caxias do Sul,2016,2018,Responsável Técnico-Qualidade Rio São Marcos
321,35,Universidade de Caxias do Sul,2016,,Doutor Titular II
321,35,Universidade de Caxias do Sul,2011,2015,Núcleo Docente Estruturante-Engenharia Ambien
321,35,Universidade de Caxias do Sul,2000,2002,Membro do Colegiado-Curso Biologia - CARVI
321,35,Universidade de Caxias do Sul,2011,2012,Núcleo Docente Estruturante-Ciências/Biologia
321,35,Universidade de Caxias do Sul,2012,2016,Núcleo Docente Estruturante-Biológia Licenc.
321,35,Universidade de Caxias do Sul,2013,2016,Núcleo Docente Estruturante-Biologia Bacharel
321,35,Universidade de Caxias do Sul,2017,2018,Responsável Técnico - Plano de Bacia/Vacaria
321,35,Universidade de Caxias do Sul,2017,2018,Responsável Técnico-Poços São Marcos
321,35,Universidade de Caxias do Sul,2017,2018,Responsável Técnico - Laudos Juventude
321,35,Universidade de Caxias do Sul,2017,2018,Responsável Técnico - CR Reversos/Farroupilha
321,35,Universidade de Caxias do Sul,2017,2018,Responsável Técnico-PS Antônio Prado
321,35,Universidade de Caxias do Sul,2020,,Membro do Conselho Editorial da EDUCS
130,36,Universidade de Cruz Alta,2008,2008,Professor do Curso de Ciência da Computação
307,36,Universidade de Cruz Alta,2015,2015,
118,37,Universidade de Passo Fundo,2005,2008,Pesquisador
300,37,Universidade de Passo Fundo,2016,2017,Aluno
19,39,Universidade de Santa Cruz do Sul,2005,2009,Professor
19,39,Universidade de Santa Cruz do Sul,1999,1999,Bolsista IC
85,39,Universidade de Santa Cruz do Sul,2007,2007,Estagiário
40,40,Universidade de São Paulo,2007,2007,Voluntário
40,40,Universidade de São Paulo,2008,2008,Bolsista
40,40,Universidade de São Paulo,2009,2009,Pesquisador
428,40,Universidade de São Paulo,2006,2010,Pesquisador do PCS/LAA
321,144,UNIVERSIDADE DE VASSOURAS,2006,,Parecerista Ad hoc
28,145,Universidade do Contestado Campus Canoinhas,2008,2008,Professor de Pós-Graduação
190,42,Universidade do Estado de Santa Catarina,2017,,Analista de suporte
190,42,Universidade do Estado de Santa Catarina,2018,2018,Tutor a distância
190,42,Universidade do Estado de Santa Catarina,2019,2019,Tutor a distância
190,42,Universidade do Estado de Santa Catarina,2019,,Coordenadora de Informática
28,42,Universidade do Estado de Santa Catarina,2008,2010,Professor Adjunto
64,42,Universidade do Estado de Santa Catarina,2007,2010,Professor Colaborador
64,42,Universidade do Estado de Santa Catarina,2014,2014,Professor Colaborador
64,42,Universidade do Estado de Santa Catarina,2014,,Professor Adjunto
54,42,Universidade do Estado de Santa Catarina,2009,2010,Professor substituto
202,42,Universidade do Estado de Santa Catarina,2005,2011,Acadêmico
202,42,Universidade do Estado de Santa Catarina,2008,2009,Webmaster
428,42,Universidade do Estado de Santa Catarina,2008,2010,Professor Adjunto I
422,42,Universidade do Estado de Santa Catarina,2004,,
28,146,Universidade do Minho,2016,,Pesquisador no Lab of Virtual Enterprises
244,147,Universidade do Oeste de Santa Catarina,2019,2020,Professor
244,147,Universidade do Oeste de Santa Catarina,2020,,Professor
268,147,Universidade do Oeste de Santa Catarina,2017,,Professor Parcial
54,,Universidade do Planalto Catarinense,1999,1999,Professor substituto
54,,Universidade do Planalto Catarinense,2000,2010,
373,147,Universidade do Sul de SC,2018,,Professor
63,43,Universidade do Vale do Itajaí,2000,,Bolsista
126,43,Universidade do Vale do Itajaí,2002,2003,Voluntário
126,43,Universidade do Vale do Itajaí,2006,2007,Administrador de Banco de Dados
186,43,Universidade do Vale do Itajaí,2001,2005,Analista de Suporte
373,43,Universidade do Vale do Itajaí,2015,2017,Estudante de Pós-Graduação
373,43,Universidade do Vale do Itajaí,2017,2017,Professor Colaborador
373,43,Universidade do Vale do Itajaí,2017,2018,
36,44,Universidade do Vale do Rio dos Sinos,2003,2006,Outro (Bolsista de Iniciação Científica)
36,44,Universidade do Vale do Rio dos Sinos,2006,2007,Bolsista de Iniciação Científica
89,44,Universidade do Vale do Rio dos Sinos,1995,,Professor Adjunto
21,44,Universidade do Vale do Rio dos Sinos,2006,2008,Mestrando
232,44,Universidade do Vale do Rio dos Sinos,2015,2018,Professor Auxiliar
377,45,Universidade Estadual de Campinas,2007,2007,Pesquisador/Desenvolvedor Web
58,45,Universidade Estadual de Campinas,2000,2000,Iniciação Científica
83,45,Universidade Estadual de Campinas,2001,2001,Instrutor no Plano de Estágio Docente (PED)
83,45,Universidade Estadual de Campinas,2004,2005,Consultor de nível superior
258,45,Universidade Estadual de Campinas,2011,2011,Docente
301,46,Universidade Estadual de Londrina,2014,2015,Inciação Científica
163,47,Universidade Estadual de Maringá,2004,2006,professor colaborador
163,47,Universidade Estadual de Maringá,2006,,Professor não-titular
400,48,Universidade Estadual de Santa Cruz,2012,2014,Estagiário
400,48,Universidade Estadual de Santa Cruz,2014,2015,Aluno
253,148,Universidade Estadual do Norte do Paraná - Campus Luiz Meneghel,2011,2011,Projeto Inclusão Digital no Norte do Paraná
253,148,Universidade Estadual do Norte do Paraná - Campus Luiz Meneghel,2012,2013,Projeto Robótica Educacional
253,148,Universidade Estadual do Norte do Paraná - Campus Luiz Meneghel,2013,2014,Projeto AGILE ROLAP
163,49,Universidade Estadual do Oeste do Paraná,2010,2012,Estagiário de Iniciação Científica
155,51,Universidade Federal da Bahia,2009,2010,Iniciação Científica
40,51,Universidade Federal da Bahia,2010,,Associado I
244,52,Universidade Federal da Fronteira Sul,2010,2011,Bolsista
244,52,Universidade Federal da Fronteira Sul,2011,2012,Estagiário
244,52,Universidade Federal da Fronteira Sul,2013,2013,Monitor
309,52,Universidade Federal da Fronteira Sul,2015,,
268,52,Universidade Federal da Fronteira Sul,2015,2017,Professor Substituto
118,52,Universidade Federal da Fronteira Sul,2019,,
384,149,Universidade Federal de Alagoas,2018,,Professor Adjunto A
43,53,Universidade Federal de Campina Grande,1997,1998,Bolsista de IC
43,53,Universidade Federal de Campina Grande,1997,1997,Estagiário
43,53,Universidade Federal de Campina Grande,2009,2011,Professor Adjunto I
43,53,Universidade Federal de Campina Grande,2011,2013,Professor Adjunto II
43,53,Universidade Federal de Campina Grande,2013,2015,Professor Adjunto III
43,53,Universidade Federal de Campina Grande,2015,2017,Professor Adjunto IV
43,53,Universidade Federal de Campina Grande,2017,,Professor Associado I
165,150,Universidade Federal de Goiás,2001,2004,Consultor
420,,Universidade Federal de Lavras,2007,2009,Iniciação Científica
119,151,Universidade Federal de Minas Gerais,2009,2011,Pesquisador
91,55,Universidade Federal de Pelotas,2002,2005,Estagiária
91,55,Universidade Federal de Pelotas,2005,2005,
91,55,Universidade Federal de Pelotas,2005,2006,Corpo Tecnico
33,55,Universidade Federal de Pelotas,2001,2001,Bolsista de Apoio Institucional
384,56,Universidade Federal de Pernambuco,2014,2018,Estudante de Doutorado
43,56,Universidade Federal de Pernambuco,2008,2009,Bolsista (FACEPE)
107,58,Universidade Federal de Santa Catarina,2003,2015,Pesquisador
107,58,Universidade Federal de Santa Catarina,2015,,Professor Adjunto
244,58,Universidade Federal de Santa Catarina,2014,2016,Bolsita de Mestrado
244,58,Universidade Federal de Santa Catarina,2016,2018,Bolsista Projeto Bridge
244,58,Universidade Federal de Santa Catarina,2017,2020,Bolsista Doutorado
49,58,Universidade Federal de Santa Catarina,2011,,Analista de TI
213,58,Universidade Federal de Santa Catarina,2005,2007,Estagiário
213,58,Universidade Federal de Santa Catarina,2007,2008,Estagiário
168,58,Universidade Federal de Santa Catarina,2008,2008,Bolsista
115,58,Universidade Federal de Santa Catarina,2015,,Analista de Tecnologia da Informação
50,58,Universidade Federal de Santa Catarina,2019,,
50,58,Universidade Federal de Santa Catarina,2010,2019,Professor Associado
50,58,Universidade Federal de Santa Catarina,2002,2010,Professor Adjunto
50,58,Universidade Federal de Santa Catarina,1995,2002,Professor Assistente
104,58,Universidade Federal de Santa Catarina,2004,2004,Monitor
104,58,Universidade Federal de Santa Catarina,2005,2006,Bolsista de desenvolvimento
186,58,Universidade Federal de Santa Catarina,2011,2011,Estágio de Docência
92,58,Universidade Federal de Santa Catarina,1998,1999,Administrador de Banco de Dados
83,58,Universidade Federal de Santa Catarina,2006,,Professor adjunto
163,58,Universidade Federal de Santa Catarina,2013,,Bolsista de Mestrado
112,58,Universidade Federal de Santa Catarina,2008,2012,Bolsista em nível de Graduação
112,58,Universidade Federal de Santa Catarina,2013,,Pesquisador em nível de Mestrado
242,58,Universidade Federal de Santa Catarina,2012,2013,Estagiário de Iniciação Científica
242,58,Universidade Federal de Santa Catarina,2014,2016,Bolsista de pós-graduação (CAPES)
242,58,Universidade Federal de Santa Catarina,2016,2016,Pesquisador (CNPq)
242,58,Universidade Federal de Santa Catarina,2016,,Bolsista de pós-graduação (CAPES)
380,59,Universidade Federal de Santa Maria,2016,2017,Bolsista de Iniciação Científica
19,59,Universidade Federal de Santa Maria,2014,,Professor Adjunto
61,59,Universidade Federal de Santa Maria,1995,,Analista de TI
365,59,Universidade Federal de Santa Maria,2017,,Aluno
363,59,Universidade Federal de Santa Maria,2014,,Bolsista do Programa de Educação Tutorial
181,59,Universidade Federal de Santa Maria,2008,2011,Aluno de Graduação
181,59,Universidade Federal de Santa Maria,2011,2011,Monitor
291,59,Universidade Federal de Santa Maria,2015,2017,Bolsista
28,59,Universidade Federal de Santa Maria,2011,,Professor Associado
278,59,Universidade Federal de Santa Maria,2004,2008,Bolsista PET - Ciência da Computação
278,59,Universidade Federal de Santa Maria,2006,2008,Colaborador do grupo GMob
278,59,Universidade Federal de Santa Maria,2008,2009,Colaborador do Grupo LSC
278,59,Universidade Federal de Santa Maria,2008,2008,Bolsista CPD - UFSM
278,59,Universidade Federal de Santa Maria,2008,2009,Bolsista de Iniciação Ciêntifica - CAPES
225,59,Universidade Federal de Santa Maria,2018,,Professor Adjunto
231,59,Universidade Federal de Santa Maria,2014,2015,Bolsista
231,59,Universidade Federal de Santa Maria,2014,2015,Professor Substituto
326,59,Universidade Federal de Santa Maria,2014,2014,Monitoria da Disciplina de Lógica e Algoritmo
326,59,Universidade Federal de Santa Maria,2015,2017,Bolsista PET - Sistemas de Informação
326,59,Universidade Federal de Santa Maria,2017,2018,Suporte ao Moodle UAB
266,59,Universidade Federal de Santa Maria,2014,2015,
171,59,Universidade Federal de Santa Maria,2007,2009,Bolsista do Programa de Educação Tutorial
171,59,Universidade Federal de Santa Maria,2009,2011,Bolsista BIT
312,59,Universidade Federal de Santa Maria,2015,,Iniciação Científica
187,59,Universidade Federal de Santa Maria,2009,2009,Bolsista
187,59,Universidade Federal de Santa Maria,2011,,Monitor
123,59,Universidade Federal de Santa Maria,2009,2011,Adjunto I
123,59,Universidade Federal de Santa Maria,2011,2013,Adjunto II
123,59,Universidade Federal de Santa Maria,2013,2015,Adjunto III
123,59,Universidade Federal de Santa Maria,2015,2017,Adjunto IV
123,59,Universidade Federal de Santa Maria,2017,2019,Professor Associado I
123,59,Universidade Federal de Santa Maria,2019,,Professor Associado II
240,59,Universidade Federal de Santa Maria,2015,,Pesquisador
135,59,Universidade Federal de Santa Maria,2014,2017,Bolsista
300,59,Universidade Federal de Santa Maria,2012,2014,Analista de Tecnologia da Informação
40,60,Universidade Federal de São Carlos,2004,2006,Pesquisador
107,152,Universidade Federal de Sergipe,2014,2015,Professor Adjunto-A
107,152,Universidade Federal de Sergipe,2015,2018,Professor Visitante
259,61,Universidade Federal de Uberlândia,2015,,Pesquisador
259,62,Universidade Federal de Viçosa,2013,2014,Monitor de Álgebra Linear
259,62,Universidade Federal de Viçosa,2013,2014,Tutor de Geometria Analítica e Álgebra Linear
259,62,Universidade Federal de Viçosa,2013,2014,Monitor de Geometria Analítica e Álgebra
259,62,Universidade Federal de Viçosa,2020,,Professor do Magistério Superior
91,154,Universidade Federal do Acre,2016,2019,Analista de TI
59,64,Universidade Federal do Pampa,2012,2012,Professor
19,64,Universidade Federal do Pampa,2011,2013,Professor Adjunto
91,64,Universidade Federal do Pampa,2011,2012,Analista de TI
56,64,Universidade Federal do Pampa,2010,,"Professor Assistente, Nível 01"
209,64,Universidade Federal do Pampa,2012,2013,Bolsista PIBIC Fapergs
278,64,Universidade Federal do Pampa,2013,,Analista de Tecnologia da Informação
231,64,Universidade Federal do Pampa,2010,2010,Colaborador
231,64,Universidade Federal do Pampa,2011,2011,Colaborador
231,64,Universidade Federal do Pampa,2012,2012,Colaborador
231,64,Universidade Federal do Pampa,2013,2013,Colaborador
222,64,Universidade Federal do Pampa,2012,2013,
271,64,Universidade Federal do Pampa,2014,,
123,64,Universidade Federal do Pampa,2008,2008,Assistente
123,64,Universidade Federal do Pampa,2009,2009,Adjunto I
190,66,Universidade Federal do Paraná,2009,2011,Pesquisadora
190,66,Universidade Federal do Paraná,2011,2013,Analista de Sistemas
190,66,Universidade Federal do Paraná,2013,2016,Pesquisadora
408,66,Universidade Federal do Paraná,2006,,
145,66,Universidade Federal do Paraná,2008,2010,Aluno
64,66,Universidade Federal do Paraná,2010,2014,aluno de doutorado
135,66,Universidade Federal do Paraná,2019,,Pesquisador
258,66,Universidade Federal do Paraná,1998,1998,Monitor
376,67,Universidade Federal do Rio de Janeiro,2012,,Colaborador
376,67,Universidade Federal do Rio de Janeiro,2005,2008,Aluno de Mestrado
376,67,Universidade Federal do Rio de Janeiro,2008,2012,Aluno de Doutorado
376,67,Universidade Federal do Rio de Janeiro,2000,2004,Aluno de Graduação
228,78,Universidade Federal do Rio Grande,2009,2010,Bolsista
228,78,Universidade Federal do Rio Grande,2010,2012,Estagiária
228,78,Universidade Federal do Rio Grande,2012,2012,Estagiária
228,78,Universidade Federal do Rio Grande,2009,2010,Bolsista
228,78,Universidade Federal do Rio Grande,2014,,Analista de Tecnologia da Informação
207,78,Universidade Federal do Rio Grande,2010,,Analista de TI
200,78,Universidade Federal do Rio Grande,2010,2010,Diagramador
200,78,Universidade Federal do Rio Grande,2010,2011,Desenvolvedor
369,78,Universidade Federal do Rio Grande,2014,2014,Estagiário de Docência
198,78,Universidade Federal do Rio Grande,2011,2011,Bolsista de Iniciação Científica
229,78,Universidade Federal do Rio Grande,2010,2010,Núcleo de Video Web Conferência
229,78,Universidade Federal do Rio Grande,2009,2009,Manutenção do Laboratório.
229,78,Universidade Federal do Rio Grande,2011,2011,Desenvolvimento framework.
229,78,Universidade Federal do Rio Grande,2011,2012,Projeto de Inclusão Digital em Rio Grande
229,78,Universidade Federal do Rio Grande,2018,2018,Trabalho voluntário - Professor
229,78,Universidade Federal do Rio Grande,2019,2019,Professor Substituto
229,78,Universidade Federal do Rio Grande,2019,,Pos-doutorado
20,68,Universidade Federal do Rio Grande do Sul,2005,2006,Bolsista DTI - Projeto Digitex
20,68,Universidade Federal do Rio Grande do Sul,2003,2005,Mestranda
20,68,Universidade Federal do Rio Grande do Sul,2002,2002,Bolsista DTI - Projeto AdaptWeb
20,68,Universidade Federal do Rio Grande do Sul,2000,2001,Bolsista DTI - Projeto Tapejara
20,68,Universidade Federal do Rio Grande do Sul,2005,2005,Bolsista DTI - Projeto AdaptWeb
59,68,Universidade Federal do Rio Grande do Sul,2008,2009,Professor Substituto
59,68,Universidade Federal do Rio Grande do Sul,2011,2011,Professor Substituto
59,68,Universidade Federal do Rio Grande do Sul,2012,,Professor Adjunto
19,68,Universidade Federal do Rio Grande do Sul,2002,2003,Desenvolvedor
19,68,Universidade Federal do Rio Grande do Sul,2005,2005,Pesquisador
19,68,Universidade Federal do Rio Grande do Sul,2003,2005,Pesquisador
19,68,Universidade Federal do Rio Grande do Sul,2005,2007,Pesquisador
256,68,Universidade Federal do Rio Grande do Sul,2014,2018,Iniciação Científica
256,68,Universidade Federal do Rio Grande do Sul,2013,2014,Iniciação Científica
91,68,Universidade Federal do Rio Grande do Sul,2012,2016,Analista de TI
181,68,Universidade Federal do Rio Grande do Sul,2012,2014,Bolsista de Mestrado
239,68,Universidade Federal do Rio Grande do Sul,2010,2011,BOLSISTA DE DESENVOLVIMENTO WEB
239,68,Universidade Federal do Rio Grande do Sul,2011,2012,BOLSISTA DE DESENVOLVIMENTO WEB
9,68,Universidade Federal do Rio Grande do Sul,2013,2014,Bolsista de Iniciação Científica
9,68,Universidade Federal do Rio Grande do Sul,2015,2015,Bolsista de Iniciação Científica
119,68,Universidade Federal do Rio Grande do Sul,2004,2005,Colaborador Convidado
119,68,Universidade Federal do Rio Grande do Sul,1996,1998,aluno de doutorado
119,68,Universidade Federal do Rio Grande do Sul,1999,2003,aluno de doutorado
119,68,Universidade Federal do Rio Grande do Sul,2005,,Associado
119,68,Universidade Federal do Rio Grande do Sul,2017,,Chefe de Departamento
119,68,Universidade Federal do Rio Grande do Sul,2015,2016,Chefe de Departamento
119,68,Universidade Federal do Rio Grande do Sul,2011,2012,Vice Chefe de Departamento
119,68,Universidade Federal do Rio Grande do Sul,2013,2014,Vice Chefe de Departamento
27,68,Universidade Federal do Rio Grande do Sul,2002,2003,Bolsista DTI
78,68,Universidade Federal do Rio Grande do Sul,2003,2005,Pesquisador
29,68,Universidade Federal do Rio Grande do Sul,2002,2005,Bolsista
50,68,Universidade Federal do Rio Grande do Sul,1994,1995,Pesquisador Associado
419,68,Universidade Federal do Rio Grande do Sul,1996,1999,Bolsista
11,68,Universidade Federal do Rio Grande do Sul,2001,,bolsista CNPq
118,68,Universidade Federal do Rio Grande do Sul,2009,2010,Bolsista
118,68,Universidade Federal do Rio Grande do Sul,2010,2010,Não-bolsista
123,68,Universidade Federal do Rio Grande do Sul,2004,2008,Aluna de Doutorado
123,68,Universidade Federal do Rio Grande do Sul,2007,2008,Professor substituto
33,68,Universidade Federal do Rio Grande do Sul,2003,2004,Bolsista DTI
7,68,Universidade Federal do Rio Grande do Sul,2001,2003,DTI-H
3,68,Universidade Federal do Rio Grande do Sul,2001,2003,Bolsista
165,68,Universidade Federal do Rio Grande do Sul,2007,2008,Pesquisador
165,68,Universidade Federal do Rio Grande do Sul,2008,2009,Pesquisador
376,155,Universidade Federal Fluminense,2013,2015,Professor Adjunto I
376,155,Universidade Federal Fluminense,2015,2017,Professor Adjunto II
376,155,Universidade Federal Fluminense,2017,2019,Professor Adjunto III
376,155,Universidade Federal Fluminense,2019,,Professor Adjunto IV
212,156,Universidade Franciscana,2011,2011,Estagiário na área de Sistemas de Informação
61,157,Universidade Luterana do Brasil,2005,,Professor Assistente
50,157,Universidade Luterana do Brasil,1993,1995,Professor adjunto
419,157,Universidade Luterana do Brasil,1999,2000,PROFESSORA HORISTA
123,157,Universidade Luterana do Brasil,2004,2006,Professor Horista
83,158,Universidade Metodista de Piracicaba,1999,1999,Professor convidado
296,70,Universidade Presbiteriana Mackenzie,2017,2017,Professor Pós Graduação
417,70,Universidade Presbiteriana Mackenzie,2010,,Pesquisador
365,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2015,2016,Bolsista
365,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2015,2015,Voluntário
365,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2016,2016,Estagiário
365,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2017,2017,Bolsista
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2002,2004,Professor Hora/Aula 12 Horas
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,1990,1992,Técnico Médio N1
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2004,2008,Professor Assistente N1- 30 horas
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,1992,1992,Analista de Suporte Junior
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,1992,1995,Técnico Médio N2
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,1995,1998,Técnico Superior II
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,1999,2004,Técnico Superior III
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2004,2008,Técnico Superior III
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2009,2009,Professor Assistente 36 Horas
56,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2009,2010,Professor Assistente 40 Horas
240,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2013,2014,Pesquisador
135,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2006,2007,Professor Horista
135,71,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2007,2009,Professor Associado
291,72,Universidade Regional Integrada do Alto Uruguai e das Missões,2011,2012,Bolsista
419,72,Universidade Regional Integrada do Alto Uruguai e das Missões,2000,,PROFESSORA TEMPO INTEGRAL
355,72,Universidade Regional Integrada do Alto Uruguai e das Missões,2014,2014,Bolsista
355,72,Universidade Regional Integrada do Alto Uruguai e das Missões,2015,,Bolsista
7,72,Universidade Regional Integrada do Alto Uruguai e das Missões,2000,2000,PII - URI
7,72,Universidade Regional Integrada do Alto Uruguai e das Missões,1999,2000,PII - URI
40,74,Universidade Salvador,2001,2004,Pesquisador/Professor Horista
40,74,Universidade Salvador,2009,2010,
377,75,Universidade Tecnológica Federal do Paraná,2015,,Professor Universitário
257,75,Universidade Tecnológica Federal do Paraná,2013,2014,Estudante de Iniciação Científica
341,75,Universidade Tecnológica Federal do Paraná,2016,2017,Iniciação Científica
341,75,Universidade Tecnológica Federal do Paraná,2018,2018,Iniciação Científica
367,75,Universidade Tecnológica Federal do Paraná,2011,2011,Bolsista PIBIC-CNPq
446,75,Universidade Tecnológica Federal do Paraná,2017,,Iniciação Científica
258,75,Universidade Tecnológica Federal do Paraná,2012,2012,Professor Adjunto
258,75,Universidade Tecnológica Federal do Paraná,2012,,Professor Adjunto II
83,,Università Ca' Foscari Venezia,2014,2015,"Campus scientifico via Torino, Venice, Italy"
89,,UNIVERSITÀ TELEMATICA GUGLIELMO MARCONI,2009,2011,Pesquisador
256,77,Universität Basel,2018,,Assistente de Pesquisa
83,160,Universität Leipzig,2017,2017,Estágio sênior financiado pela CAPES
19,162,Universitat Politècnica de Catalunya,2000,2000,Desenvolvedor
123,163,"University of California, Los Angeles",2006,2007,Bolsista de doutorado - estágio sanduíche
309,164,University of Limerick,2014,2014,Assistente de Pesquisa
83,165,University of Pireaus Research Center,2013,2013,"Information Management Lab, Piraeus, Greece"
19,166,University of Utah,2008,2008,Pesquisador
377,167,University of Waterloo,2007,2010,Teaching Assistant
321,,URBE. REVISTA BRASILEIRA DE GESTÃO URBANA,2017,,
419,,URI (Bolsa de Extensão),2006,2009,
419,,URI (Bolsa de Extensão),2006,2012,
190,,Vama Industrial Ltda,2005,2009,Analista de Suporte
85,,Varig S A Viação Aérea Riograndense,1988,1994,
207,,Vetorianet Inf. e Serv. de comunicação LTDA,2005,2008,Programador de sistema
19,,VIAVALE Internet,2001,2001,Desenvolvedor Web
54,,Visual Systems Informática Ltda,1995,1998,Analista de Sistemas
419,,VIVÊNCIAS (URI. ERECHIM),2019,,
85,,Vivendas Negócios Imobiliários Ltda,1994,,
377,,VixTeam - Consultoria e Sistemas,2000,2000,Desenvolvedor Web
376,,VLDB JOURNAL,2018,,
64,,VLDB JOURNAL,2018,,
20,,Warpol - Indústria de Alimentos Ltda,1997,2000,Analista de Sistemas
229,,WD House,2013,2013,Estagiário
107,,WIRELESS COMMUNICATIONS AND MOBILE COMPUTING,2018,,
315,,WT Prime,2011,2012,Desenvolvedor Web
439,,YOUSE TECHNOLOGIES,2008,,Diretor de Tecnologia
377,,,,,
400,,,,,
135,,,,,
269,,,,,
307,,,,,
