ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO,
6055243052118565,Universidade Luterana do Brasil,1999,2000,PROFESSORA HORISTA,
6055243052118565,Universidade Federal do Rio Grande do Sul,1996,1999,Bolsista,
6055243052118565,URI (Bolsa de Extensão),2006,2009,,
6055243052118565,PIIC-URI,2012,2012,,
6055243052118565,URI (Bolsa de Extensão),2006,2012,,
6055243052118565,PIIC-URI,2013,2018,,
6055243052118565,Revista de Sistemas de Informação da FSMA,2014,2014,,
6055243052118565,Revista Eletrônica Argentina-Brasil de TICs,2013,2017,,
6055243052118565,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2011,2011,Extensão no Pais - EXP - Nível: C,
6055243052118565,VIVÊNCIAS (URI. ERECHIM),2019,,,
6055243052118565,Ministério da Educação,2019,,Membro do Banco de Avaliadores do SINAES,
4784229564517752,PROGENESE TECNOLOGIA LTDA,2008,2010,PROGRAMADOR,
4784229564517752,PROGENESE TECNOLOGIA LTDA,2007,2008,PROGRAMADOR,
4784229564517752,IONICS SERVICES LTDA,2010,2010,ANALISTA PROGRAMADOR,
4784229564517752,SESC - Agência Regional de Santa Catarina,2011,2015,ANALISTA DE TI III,
4784229564517752,Universidade Federal de Santa Catarina,2015,,Analista de Tecnologia da Informação,
6307233387359689,Universidade Católica de Pelotas,2000,2002,Estagiário,
6307233387359689,Universidade Católica de Pelotas,2002,2003,Voluntário,
6307233387359689,Universidade Católica de Pelotas,2004,2005,Iniciação Científica,
6307233387359689,Companhia Estadual de Geração e Transmissão de Energia Elétrica - Matriz,2003,2003,Estagiário,
6307233387359689,Instituto Nacional do Seguro Social No Rio Grande do Sul,2003,2004,Estagiário,
6307233387359689,Procomp Industria Eletrônica,1999,2000,Técnico Eletrônico,
6307233387359689,Universidade do Vale do Rio dos Sinos,2006,2008,Mestrando,
6307233387359689,Instituto de Informática,2006,2007,Professor horista,
6307233387359689,Godigital Tecnologia e Participações,2008,2011,Pesquisador e Desenvolvedor,
6307233387359689,Invenio Software Inteligente Limitada,2011,,Bolsista,
9967502924584070,Prevedello Sistemas,2007,2012,Analista de Sistemas,
9967502924584070,Universidade Federal de Santa Maria,2012,2014,Analista de Tecnologia da Informação,
9967502924584070,Instituto Federal Farroupilha,2015,,Técnico Adminstrativo em Edutação,
9967502924584070,Universidade de Passo Fundo,2016,2017,Aluno,
3324661566974662,Prefeitura Municipal de Caxias do Sul,2014,,Analista de Sistemas,
1883007948533852,Universidade do Vale do Rio dos Sinos,2003,2006,Outro (Bolsista de Iniciação Científica),
1883007948533852,Universidade do Vale do Rio dos Sinos,2006,2007,Bolsista de Iniciação Científica,
1883007948533852,T Engenheiros Associados,2007,2008,Engenheiro de Software,
1883007948533852,Godigital Tecnologia e Participações,2008,2009,Pesquisador e Desenvolvedor de Software,
9971763298787060,SAMABSD LTDA ME,2011,2012,Estágio,
9971763298787060,Centro de Informática e Automação do Estado de Santa Catarina,2013,2014,Pesquisador e Desenvolvedor,
9971763298787060,Universidade Federal de Santa Catarina,2012,2013,Estagiário de Iniciação Científica,
9971763298787060,Universidade Federal de Santa Catarina,2014,2016,Bolsista de pós-graduação (CAPES),
9971763298787060,Universidade Federal de Santa Catarina,2016,2016,Pesquisador (CNPq),
9971763298787060,Universidade Federal de Santa Catarina,2016,,Bolsista de pós-graduação (CAPES),
9971763298787060,National Research Council of Italy,2015,2015,Pesquisador SEEK visitante,
2076376263541770,IBM do Brasil Indústria Máquinas e Serviços Ltda,2006,,Engenheiro de Software Staff,
2076376263541770,Universidade Estadual de Campinas,2000,2000,Iniciação Científica,
2076376263541770,Centro de Tecnologia da Informação Renato Archer,2001,2003,Bolsista de Iniciação Científica,
2076376263541770,Dextra Soluções em Informática S/C Ltda.,2003,2003,Desenvolvedor,
2076376263541770,Compera Tecnologia,2003,2006,Gerente de Produto,
8382486031831849,Agência Executiva de Gestão das Águas do Estado da PB,2016,,Gerente de Tecnologia da Informação,
8382486031831849,Atend Tecnologia,2013,2015,Técnico de Suporte,
8382486031831849,Centro Universitário de João Pessoa,2012,2012,Monitoria em Redes de Computadores I e II,
8382486031831849,Centro Universitário de João Pessoa,2012,2012,Monitoria em Banco de Dados I e II,
2509917962288493,Universidade Federal do Rio Grande do Sul,2010,2011,BOLSISTA DE DESENVOLVIMENTO WEB,
2509917962288493,Universidade Federal do Rio Grande do Sul,2011,2012,BOLSISTA DE DESENVOLVIMENTO WEB,
2509917962288493,INSTITUTO FEDERAL CATARINENSE,2014,2017,BOLSISTA DE PESQUISA,
2509917962288493,INSTITUTO FEDERAL CATARINENSE,2017,,Professor de Ensino Básico,
8444590180210291,Centro Universitário Franciscano,2003,2005,Monitoria e Tutoria,
729503635411770,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2015,2016,Bolsista,
729503635411770,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2015,2015,Voluntário,
729503635411770,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2016,2016,Estagiário,
729503635411770,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2017,2017,Bolsista,
729503635411770,Escola Técnica Estadual 25 de Julho,2014,2016,Aluno,
729503635411770,Universidade Federal de Santa Maria,2017,,Aluno,
257722045660099,Software House,2004,2007,Programador / DBA,
257722045660099,Prefeitura Municipal de Curitiba,2006,2006,Professor,
257722045660099,Faculdades Integradas do Brasil,2008,2010,Colaborador,
257722045660099,Colégio Estadual do Paraná,2007,2007,Professor,
257722045660099,Aymará - Edições e Tecnologia,2010,2011,Colaborador,
3914159735707328,Ensaios e Ciência (Campo Grande),1999,2000,,
3914159735707328,Revista Calidoscópio (1679-8740),2008,,,
3914159735707328,UNIVERSITÀ TELEMATICA GUGLIELMO MARCONI,2009,2011,Pesquisador,
3914159735707328,Universidade do Vale do Rio dos Sinos,1995,,Professor Adjunto,
3914159735707328,GVDasa Informática,2011,2014,Consultor de Inovação,
3914159735707328,(FACEPE) Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco,2012,,,
3914159735707328,"Revista Competência, revista da Educação Superior do Senac-RS",2012,,,
3914159735707328,"Secretaria de Ciência, Inovação e Desenvolvimento Tecnológico",2013,,,
3914159735707328,Universidad de Zaragoza,2014,2014,Pesquisador Visitante,
3914159735707328,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira INEP,2014,2016,,
3914159735707328,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira INEP,2016,2018,,
3914159735707328,Consórcio de Universidades Comunitárias Gaúchas,2013,,,
3914159735707328,Journal of Applied Computing Research,2014,,,
3914159735707328,CIA DE PROCESSAMENTO DE DADOS DO ESTADO DO RIO GRANDE DO SUL,1994,1994,CONSULTOR,
3914159735707328,J u m p M e d ia,2014,2016,Consultor,
3914159735707328,Revista Brasileira de Informática na Educação,2015,,,
3914159735707328,Revista Liberato (Novo Hamburgo),2015,,,
3914159735707328,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2014,2014,,
3914159735707328,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2015,2015,,
3914159735707328,Dream Trip Serviços Inovativos de Informação,2014,2016,Consultor de Inovação,
3914159735707328,Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul,2015,,,
3914159735707328,Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul,2015,2017,,
3914159735707328,International Journal of Information Technology and Web Engineering -IJITWE,2016,,,
3914159735707328,Mobile Information Systems,2016,,,
3914159735707328,Computers &amp, Education,2017,,
3914159735707328,Frontiers in Artificial Intelligence - AI for Human Learning and Behavior C,2018,,,
3914159735707328,Frontiers in Artificial Intelligence,2018,,,
6985089035450046,Substractum Tecnologia,2012,2013,Desenvolvedora Java Web,
6985089035450046,Confederação das Cooperativas Centrais de Crédito,2011,2012,Desenvolvedora Java Web,
6985089035450046,Nec Plus Ultra Gestão &amp, Tecnologia,2009,2011,Testadora de software
8317821729275486,Universidade Federal de Pelotas,2001,2001,Bolsista de Apoio Institucional,
8317821729275486,Universidade Federal do Rio Grande do Sul,2003,2004,Bolsista DTI,
3582491735279272,YOUSE TECHNOLOGIES,2008,,Diretor de Tecnologia,
799768609702295,Universidade Federal do Rio Grande,2009,2010,Bolsista,
799768609702295,Universidade Federal do Rio Grande,2010,2012,Estagiária,
799768609702295,Universidade Federal do Rio Grande,2012,2012,Estagiária,
799768609702295,Universidade Federal do Rio Grande,2009,2010,Bolsista,
799768609702295,Universidade Federal do Rio Grande,2014,,Analista de Tecnologia da Informação,
799768609702295,Revista Jr de Iniciação Científica em Ciências Exatas e Engenharia - ICCEEg,2013,,,
799768609702295,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",2017,,Analista de TI,
4949286508602153,Universidade Federal de Santa Maria,2009,2009,Bolsista,
4949286508602153,Universidade Federal de Santa Maria,2011,,Monitor,
4309165322070547,WT Prime,2011,2012,Desenvolvedor Web,
4309165322070547,Migrate Company,2012,2017,Analista de Sistemas e Desenvolvedor,
4309165322070547,Sociedade Educacional Três de Maio,2014,2015,Professor de PHP,
4309165322070547,Sociedade Educacional Três de Maio,2017,,Estudante/Pesquisador,
4309165322070547,Sistemas de Rastreamento Infratrack,2012,2014,Desenvolvedor e Suporte,
4309165322070547,Tribunal Regional do Trabalho da 4ª Região (RS),2017,,Técnico Judiciário - Tecnologia da Informação,
4986021622366786,Apply Solutions,2000,2004,-,
4986021622366786,Faculdade Salesiana do Nordeste,2001,2004,Professor Horista,
4986021622366786,Ensino Superior de Olinda,2003,2008,Professor de Pós-Graduação,
4986021622366786,FADE,2004,2007,Engenheiro de Desempenho,
4986021622366786,Instituto Federal de Pernambuco,2004,2006,Professor Substituto,
4986021622366786,Universidade Federal de Pernambuco,2008,2009,Bolsista (FACEPE),
4986021622366786,Centro universitário Maurício de Nassau - Recife,2005,2005,Professor,
4986021622366786,Universidade Federal de Campina Grande,1997,1998,Bolsista de IC,
4986021622366786,Universidade Federal de Campina Grande,1997,1997,Estagiário,
4986021622366786,Universidade Federal de Campina Grande,2009,2011,Professor Adjunto I,
4986021622366786,Universidade Federal de Campina Grande,2011,2013,Professor Adjunto II,
4986021622366786,Universidade Federal de Campina Grande,2013,2015,Professor Adjunto III,
4986021622366786,Universidade Federal de Campina Grande,2015,2017,Professor Adjunto IV,
4986021622366786,Universidade Federal de Campina Grande,2017,,Professor Associado I,
4986021622366786,Revista Brasileira de Computação Aplicada,2013,,,
4986021622366786,Principia (João Pessoa),2016,,,
4986021622366786,Journal of Information and Data Management - JIDM,2014,,,
4986021622366786,APPLIED INTELLIGENCE (DORDRECHT. ONLINE),2016,,,
4986021622366786,INFORMATION SYSTEMS,2019,,,
4986021622366786,SISTEMAS DE INFORMAÇÃO (MACAÉ),2019,,,
4986021622366786,ACM Transactions on Knowledge Discovery from Data,2020,,,
7445302660507386,Fundação Universidade Regional de Blumenau,2006,2011,Auxiliar em assuntos de informatica,
513694670507977,Vama Industrial Ltda,2005,2009,Analista de Suporte,
513694670507977,Sociedade Educacional de Santa Catarina,2008,2008,Temporário,
513694670507977,Escola de Educação Básica Prof. Rudolfo Meyer,2002,2002,Laboratorista,
513694670507977,Universidade Federal do Paraná,2009,2011,Pesquisadora,
513694670507977,Universidade Federal do Paraná,2011,2013,Analista de Sistemas,
513694670507977,Universidade Federal do Paraná,2013,2016,Pesquisadora,
513694670507977,Journal of Computer Networks and Communications,2014,,,
513694670507977,Instituto Federal de Santa Catarina,2015,2015,Professor substituto,
513694670507977,Journal of Network and Computer Applications,2016,,,
513694670507977,Universidade do Estado de Santa Catarina,2017,,Analista de suporte,
513694670507977,Universidade do Estado de Santa Catarina,2018,2018,Tutor a distância,
513694670507977,Universidade do Estado de Santa Catarina,2019,2019,Tutor a distância,
513694670507977,Universidade do Estado de Santa Catarina,2019,,Coordenadora de Informática,
6258016409321537,Universidade Federal do Rio Grande do Sul,2001,,bolsista CNPq,
4559510462924787,Universidade Federal de Santa Maria,2015,,Iniciação Científica,
4559510462924787,Animati - Computação Aplicada a Saúde,2017,,Analista de Sistemas,
4559510462924787,Nekto - Tecnologia em Gestão e Pessoas,2017,,Analista de Sistemas,
456516366590574,Escola Monteiro Lobato,2005,2006,Professor,
456516366590574,Universidade Federal do Rio Grande do Sul,2008,2009,Professor Substituto,
456516366590574,Universidade Federal do Rio Grande do Sul,2011,2011,Professor Substituto,
456516366590574,Universidade Federal do Rio Grande do Sul,2012,,Professor Adjunto,
456516366590574,Faculdade de Tecnologia Pastor Dohms,2011,2012,Professor Adjunto,
456516366590574,Revista de Informática Teórica e Aplicada: RITA,2012,,,
456516366590574,Universidade Federal do Pampa,2012,2012,Professor,
2383727409843499,Instituto Federal Catarinense,2010,2011,Desenvolvedor,
2383727409843499,Instituto Federal Catarinense Campus Camboriú,2013,,Técnico em Tecnologia da Informação,
7243777210978499,Accenture,2012,2013,Programmer,
7243777210978499,Centro de Estudos e Sistemas Avançados do Recife,2013,2015,Engenheiro de Testes,
7243777210978499,The University of Western Ontario,2016,2016,Teaching Assistant,
7243777210978499,IEEE Access,2018,2018,,
7243777210978499,JOURNAL OF SYSTEMS AND SOFTWARE,2019,2019,,
7243777210978499,Journal of King Saud University - Computer and Information Sciences,2019,2019,,
2747683951158303,Datasul,2000,2002,Programador,
7147263133111763,Refinaria de Petróleo Ipiranga Isatec Informática,1998,1999,estagiário,
7147263133111763,Lindenmeyer Advogados e Associados,2005,2005,estagiário,
7147263133111763,Fundação Universidade Federal do Rio Grande,2000,2004,estagiário,
7147263133111763,Pontifícia Universidade Católica do Rio Grande do Sul,2006,,Bolsista,
7147263133111763,Hewlett Packard Brasil Ltda (RS),2006,,Bolsista,
8794788615369610,IC1 Soluções Computacionais,2011,2013,Desenvolvedor Web,
8794788615369610,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2013,2014,Pesquisador,
8794788615369610,Livid,2014,2015,Engenheiro de Software,
8794788615369610,Universidade Federal de Santa Maria,2015,,Pesquisador,
8147562322985688,Instituto Federal Farroupilha Campus Alegrete,2015,2016,Estágiario,
8147562322985688,Instituto Federal Farroupilha Campus Alegrete,2016,,Estágiario,
2739575934175425,Centro de Pesquisa e Desenvolvimento CPqD/Telebrás,2003,2003,Estagiário de Nível Médio,
2739575934175425,Centro de Pesquisa e Desenvolvimento CPqD/Telebrás,2004,2010,Técnico Programador,
2739575934175425,Centro de Pesquisa e Desenvolvimento CPqD/Telebrás,2010,,Analista de Sistemas,
6905169880963398,Universidade do Estado de Santa Catarina,2004,,,
6905169880963398,Instituto Superior de Tecnologia,2004,2004,professor colaborador,
7856783089604214,Universidade Estadual de Maringá,2004,2006,professor colaborador,
7856783089604214,Universidade Estadual de Maringá,2006,,Professor não-titular,
5385453596666328,Instituto Federal de Santa Catarina,2013,2014,Técnico em análise de T.I,
5385453596666328,Instituto Federal Catarinense,2011,2012,,
2339717419262914,Bruning Tecnometal,1999,,Analista de Sistemas,
2339717419262914,Bruning Tecnometal,2013,,Supervisor TI Manutenção,
2339717419262914,Bruning Tecnometal,2015,,Supervisor de TI,
2339717419262914,CIPEX Idiomas,2001,,Instrutor,
2339717419262914,Colégio Evangélico Panambi,2012,,Professor,
6111211934633593,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina,1986,,Nivel Superior,
6111211934633593,Secretaria de Estado da Administração,2015,2017,Gerente de Projetos,
6111211934633593,Secretaria de Estado da Administração,2017,2019,Gerente de Tecnologia da Informação,
3954245456830372,Softplan Planejamento e Sistemas,2009,,Analista e implementadora de sistemas,
3954245456830372,Universidade Federal de Santa Catarina,2008,2008,Bolsista,
718830701479001,VIAVALE Internet,2001,2001,Desenvolvedor Web,
718830701479001,Universidade Federal do Rio Grande do Sul,2002,2003,Desenvolvedor,
718830701479001,Universidade Federal do Rio Grande do Sul,2005,2005,Pesquisador,
718830701479001,Universidade Federal do Rio Grande do Sul,2003,2005,Pesquisador,
718830701479001,Universidade Federal do Rio Grande do Sul,2005,2007,Pesquisador,
718830701479001,Centro Educacional O Professor,2001,2002,Desenvolvedor,
718830701479001,Nacional Supermercados S/A,1998,1999,Auxiliar Técnico,
718830701479001,Universitat Politècnica de Catalunya,2000,2000,Desenvolvedor,
718830701479001,University of Utah,2008,2008,Pesquisador,
718830701479001,Universidade de Santa Cruz do Sul,2005,2009,Professor,
718830701479001,Universidade de Santa Cruz do Sul,1999,1999,Bolsista IC,
718830701479001,Banco do Estado do Rio Grande do Sul S.A,2009,2011,Analista de Sistemas,
718830701479001,Universidade Federal do Pampa,2011,2013,Professor Adjunto,
718830701479001,Revista de Informática Teórica e Aplicada: RITA,2012,,,
718830701479001,Mergen ,2004,2010,Pesquisador,
718830701479001,Universidade Federal de Santa Maria,2014,,Professor Adjunto,
2760542630405330,Universidade Tecnológica Federal do Paraná,2011,2011,Bolsista PIBIC-CNPq,
4371561887763653,Universidade Federal da Fronteira Sul,2015,2017,Professor Substituto,
4371561887763653,Universidade do Oeste de Santa Catarina,2017,,Professor Parcial,
4371561887763653,Universidade Comunitária da Região de Chapecó,2019,2019,Tutoria de Cursos EAD,
2207119794535102,Faculdade de Tecnologia Senac-RS,2007,2009,Professor Adjunto,
2207119794535102,1º Centro de Telemática de Área,2001,,Analista de Suporte,
6405951782839858,Companhia Aços Especiais Itabira,1991,1992,estagiário,
6405951782839858,Empresa Brasileira de Pesquisa Agropecuária,1994,2006,Pesquisador,
6405951782839858,Pontifícia Universidade Católica de Campinas,1997,1999,Professor convidado,
6405951782839858,Universidade Metodista de Piracicaba,1999,1999,Professor convidado,
6405951782839858,Universidade Estadual de Campinas,2001,2001,Instrutor no Plano de Estágio Docente (PED),
6405951782839858,Universidade Estadual de Campinas,2004,2005,Consultor de nível superior,
6405951782839858,Thiara Distribuidora,1989,1991,Analista / Programador,
6405951782839858,Fundação Centro Tecnológico para Informática,1994,1994,,
6405951782839858,Faculdades Network,2004,2005,Horista,
6405951782839858,Instituto Brasileiro de Tecnologia Avançada,2004,2006,,
6405951782839858,Universidade Federal de Santa Catarina,2006,,Professor adjunto,
6405951782839858,RESI. Revista Eletrônica de Sistemas de Informação,2007,2007,,
6405951782839858,Encontros Bibli (UFSC),2006,,,
6405951782839858,Cadernos de Ciência e Tecnologia (EMBRAPA),1996,2005,,
6405951782839858,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina,2007,2008,consultor,
6405951782839858,REIC. Revista Eletrônica de Iniciação Científica (Online),2010,,,
6405951782839858,Journal of Universal Computer Science (Print),2010,2010,,
6405951782839858,Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco,2012,2012,,
6405951782839858,Fundação de Amparo à Pesquisa do Estado de São Paulo,2008,,,
6405951782839858,Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina,2006,,,
6405951782839858,Consiglio Nazionale delle Ricerche,2012,2012,"ISTI/CNR, Pisa, Italy",
6405951782839858,University of Pireaus Research Center,2013,2013,"Information Management Lab, Piraeus, Greece",
6405951782839858,Università Ca' Foscari Venezia,2014,2015,"Campus scientifico via Torino, Venice, Italy",
6405951782839858,Georgia Institute of Technology,2002,2002,"College of Computing, Atlanta, USA",
6405951782839858,Journal of Information and Data Management - JIDM,2015,,,
6405951782839858,Revista Brasileira de Computação Aplicada,2013,,,
6405951782839858,Lecture Notes in Computer Science,2001,,,
6405951782839858,Journal of the Brazilian Computer Society (Impresso),2002,,,
6405951782839858,GIScience and Remote Sensing,2004,,,
6405951782839858,RESI : Revista Eletrônica de Sistemas de Informação,2007,,,
6405951782839858,Revista Eletrônica de Iniciação Científica,2010,,,
6405951782839858,Information Systems Journal,2015,,,
6405951782839858,IEEE Multimedia,2015,,,
6405951782839858,Encontros Bibli,2007,2012,,
6405951782839858,Universität Leipzig,2017,2017,Estágio sênior financiado pela CAPES,
8287139445606249,Petróleo Brasileiro - Rio de Janeiro - Matriz,2018,,Analista de Sistemas,
8287139445606249,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,2014,2018,Técnico de Tecnologia da Informação,
1419227384882133,Neoway Business Solutions,2010,,Administrador de Bancos de Dados,
1419227384882133,Softplan Planejamento e Sistemas,2008,2010,Analista de Sistemas,
1419227384882133,Cellmidia,2005,2008,Administrador de Bancos de Dados,
1419227384882133,Banco de Dados,2003,2005,Analista de Dados,
4027952448873096,Desbravador Automação Hoteleira,2007,2007,Estagiario,
4027952448873096,Universidade Comunitária da Região de Chapecó,2008,2009,estagiário,
4027952448873096,Universidade Comunitária da Região de Chapecó,2010,2010,Programador de Sistemas II,
1825726627470153,Universidade Tecnológica Federal do Paraná,2016,2017,Iniciação Científica,
1825726627470153,Universidade Tecnológica Federal do Paraná,2018,2018,Iniciação Científica,
5075736089100544,Universidade Salvador,2001,2004,Pesquisador/Professor Horista,
5075736089100544,Universidade Salvador,2009,2010,,
5075736089100544,Faculdade Integrada da Bahia,2004,2004,Professor Assistente,
5075736089100544,Universidade Federal de São Carlos,2004,2006,Pesquisador,
5075736089100544,Universidade de São Paulo,2007,2007,Voluntário,
5075736089100544,Universidade de São Paulo,2008,2008,Bolsista,
5075736089100544,Universidade de São Paulo,2009,2009,Pesquisador,
5075736089100544,Universidade Federal da Bahia,2010,,Associado I,
5075736089100544,Sociedade Brasileira de Computação - Porto Alegre,2013,2015,Membro de comissão,
5075736089100544,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,2018,,,
